dataMatrix	HU_011	HU_014	HU_015	HU_017	HU_018	HU_019	HU_020	HU_021	HU_022	HU_023	HU_024	HU_025	HU_026	HU_027	HU_028	HU_029	HU_030	HU_031	HU_032	HU_033	HU_034	HU_035	HU_036	HU_037	HU_038	HU_039	HU_040	HU_041	HU_042	HU_043	HU_044	HU_045	HU_046	HU_047	HU_048	HU_049	HU_050	HU_051	HU_052	HU_053	HU_054	HU_055	HU_056	HU_057	HU_058	HU_060	HU_061	HU_062	HU_063	HU_064	HU_065	HU_066	HU_067	HU_068	HU_069	HU_070	HU_072	HU_073	HU_074	HU_075	HU_076	HU_077	HU_078	HU_079	HU_080	HU_081	HU_082	HU_083	HU_084	HU_085	HU_086	HU_087	HU_088	HU_089	HU_090	HU_091	HU_092	HU_093	HU_094	HU_095	HU_097	HU_098	HU_099	HU_100	HU_101	HU_102	HU_103	HU_105	HU_106	HU_107	HU_108	HU_109	HU_110	HU_112	HU_113	HU_114	HU_115	HU_116	HU_117	HU_118	HU_119	HU_120	HU_121	HU_122	HU_123	HU_124	HU_125	HU_126	HU_127	HU_129	HU_130	HU_131	HU_132	HU_133	HU_134	HU_135	HU_136	HU_137	HU_138	HU_139	HU_140	HU_142	HU_143	HU_144	HU_145	HU_146	HU_147	HU_148	HU_149	HU_150	HU_152	HU_154	HU_155	HU_156	HU_157	HU_158	HU_159	HU_160	HU_162	HU_163	HU_164	HU_166	HU_167	HU_168	HU_169	HU_170	HU_171	HU_172	HU_173	HU_174	HU_175	HU_177	HU_179	HU_180	HU_181	HU_182	HU_183	HU_184	HU_185	HU_186	HU_187	HU_188	HU_189	HU_190	HU_191	HU_192	HU_193	HU_194	HU_195	HU_196	HU_197	HU_198	HU_199	HU_200	HU_201	HU_202	HU_203	HU_204	HU_205	HU_206	HU_207	HU_208	HU_209
Suberic acid	4.283357894	4.521645928	4.159624866	4.125570405	4.452634104	4.53542272	4.099827742	4.381655452	4.351379191	4.424450713	4.46091251	4.02922461	4.071142157	4.219656604	4.314138133	4.422525911	4.301566401	4.702656971	4.221069832	4.408334443	4.618071858	4.604806366	4.474656029	4.518038557	4.449238781	4.379907286	4.180994998	4.24743405	4.323730427	4.230315656	4.065658453	4.215773586	4.017466815	4.021412937	4.337847427	4.207433299	4.500680389	3.986565698	4.34660985	4.413725123	3.718601747	4.04859078	4.305140761	3.918934467	4.433824104	4.095601961	4.338914485	4.558247614	4.251144575	4.586909006	4.429677472	4.145296378	4.286177418	4.387352863	3.739471886	4.517958886	4.0888315	4.38195026	4.163649178	4.127921884	4.446732967	4.127805755	4.327475574	4.18607893	3.780536407	4.255501014	4.810679271	4.143086489	4.336259615	4.090909391	4.64632557	4.241134282	4.638210027	4.594096662	4.458397522	4.24102841	4.08455917	4.274537248	4.53499753	4.839944827	4.082757564	4.091058902	4.498809516	4.149499948	4.650827377	4.505248625	4.316351258	4.428941768	4.42095798	4.482573305	4.615800502	4.471119379	4.085379987	4.684071044	4.605139274	4.57388834	4.11184204	4.256323914	4.427305825	4.405496322	4.416475521	4.079785405	4.621433862	4.56053546	4.224083556	4.182786195	4.424640676	4.217595923	4.39235046	4.268952132	4.198375976	4.20385148	4.796664784	4.466524665	4.290878924	4.430714146	4.643137724	4.219308308	4.689338882	4.633036853	4.910510683	4.227852375	4.329125735	4.486979266	4.471815393	4.758771852	4.595374643	4.578410022	4.468391436	4.483679958	4.289919674	4.455207449	4.545546844	4.820239703	4.233971613	4.405340393	4.386853073	4.759883447	4.473540717	4.48025737	4.14554037	4.208657553	4.248730203	4.630179802	4.461024268	4.473196933	4.999889118	4.529494274	4.789214186	4.467935305	4.338446917	3.986306592	4.289727745	4.240604933	4.320078038	4.579158859	4.495738561	4.294238643	4.386724192	4.761007734	4.72756778	4.521800213	4.295974777	4.839379318	4.572440585	4.919904931	4.601706443	4.172027387	4.506486466	4.663169002	3.926062879	4.144213768	4.043683878	3.879728396	4.459115581	4.381787149	4.058095437	4.502549607	4.342747471	4.839935036	4.511889823	4.809278489	4.691557399
Sulfosalicylic acid isomer	4.724542627	3.968790602	3.9465924	3.560990024	4.320034402	4.480640221	4.211068943	4.034459114	4.629955847	4.300503931	4.297629557	4.672109302	4.421392738	4.309183112	4.3052094	3.795517328	3.950070377	3.782221441	4.317349501	4.646520241	3.973993945	4.329854558	3.850695754	4.013830242	3.930330096	4.027441334	3.877227437	3.883969386	4.522357155	3.975774901	3.248754713	4.362800427	4.536878079	4.101913236	4.77923668	4.034839629	4.020783746	3.433093634	4.738648985	3.870442402	4.216698732	4.152979546	4.022790993	4.297088453	4.418675188	4.673908706	4.044239008	4.322499023	4.801396418	4.62967226	4.176507216	4.517129681	3.73704683	4.848514015	4.660950017	3.945784036	4.389369102	4.153686829	3.88791022	3.927724935	4.253282555	4.52292424	4.193003236	4.255385677	4.18172858	4.033752325	4.435635876	4.02604779	3.846012264	4.404074226	4.738315977	4.624524968	4.3419335	4.214800638	4.061083417	4.10067569	4.174586914	4.451261804	4.021541317	4.048840167	4.72466035	4.318190951	3.673542728	4.644850889	3.646875009	4.524099979	4.52159815	4.090952401	4.655446127	4.185936651	3.773032324	4.248810329	3.92861717	4.386831145	4.393411947	4.778395497	4.171041974	4.819762562	4.502462309	4.314627103	4.615983815	4.770565665	4.482510736	4.311415049	4.231913712	4.548893069	4.291913059	4.26960026	4.475223938	4.420191615	3.552362493	4.107780235	4.728471821	4.570217399	4.23893534	4.127303943	4.010883309	4.179153933	4.476568742	3.523473422	4.719970581	3.95387306	4.430623338	4.355131195	4.196484174	4.10989053	3.890350787	4.393069198	4.814095436	3.205246154	4.535037207	4.447569237	4.027486128	4.231447097	4.794761849	3.991451039	4.406278605	4.029068636	3.624360737	4.005769388	4.588634263	4.53104739	3.928741906	4.175914676	4.247618677	4.511275985	4.36383847	4.267336563	4.321921699	4.15651223	4.513588626	4.338971289	3.936087508	3.597933115	4.359283063	4.434161275	3.774623674	4.181390084	4.257746381	3.911062891	4.346541481	3.95663675	4.551762007	4.266643627	4.050336669	4.015825144	4.359807909	3.881123049	4.586744167	4.67928259	4.481356923	4.488949266	3.994400651	4.410206236	4.291927033	4.175443972	4.144767527	4.532649726	4.53561743	4.655785439	4.756255765	4.138518618	4.067452526
Taurine	4.294955544	5.143374302	4.525364632	4.821052287	4.544508368	3.999298113	4.82623719	4.655239659	4.007468063	5.042936201	4.800154513	4.461322603	3.569861462	4.128042581	4.557499728	4.500319644	4.528352909	5.092530231	4.893367499	4.182412771	3.986501365	4.165662459	3.628624479	4.708126207	5.135750355	4.110263668	4.086133064	4.531039991	4.189118535	4.084436173	4.622734314	4.16104834	4.213809356	4.438001434	3.47844618	4.588485467	3.652346354	5.138491471	1.593821865	4.037974916	4.137795085	3.329748499	2.840310804	4.287876054	4.365351502	4.038795083	5.152233452	4.081949755	4.13801078	5.042392273	4.266523139	4.253489396	4.379992393	4.821439809	4.421164397	4.749909843	4.483011559	4.041890017	2.410288674	3.591739617	4.866831712	4.039157543	4.324237435	4.426433733	4.691644036	4.191053008	4.758601555	4.231683333	4.036473759	3.536078349	4.610679686	4.378320044	5.031716857	4.314092512	4.358920266	4.320681528	4.251428702	5.21014401	4.578010211	4.718210628	4.606296091	3.683189262	4.21168305	4.905828758	4.769925256	4.608147209	3.87726102	4.599165163	3.570251787	3.315029244	5.387072061	5.086381807	4.349839286	4.240439698	4.663546514	4.69925422	4.254972781	4.550255365	4.843803005	4.8178866	3.489131739	2.199231921	4.775987476	4.184231696	4.557785095	3.962891076	4.844678949	4.266447217	4.511472418	3.996559151	4.218533622	4.59452921	4.91335686	4.599332044	4.857214361	4.1408353	4.032985757	4.560522225	4.519846666	4.222809316	5.620030868	4.652830956	4.817966075	3.937079218	4.543560004	4.458181305	3.92304048	2.315561606	2.842205252	4.503857575	4.317899609	4.362754352	4.509943161	1.917028675	4.500265086	1.863361312	1.644145369	3.952728999	3.987847726	4.571917268	4.318482165	4.551073115	4.186278347	4.396529354	4.474917091	4.289063232	5.137503905	3.09931886	4.093108458	4.044406253	4.378755372	4.309870834	4.604652026	4.3105238	4.749764547	4.710284261	4.147436658	4.375819665	4.11383333	3.728735275	3.222442547	4.540922996	4.662862059	4.242657588	4.438342016	4.419668435	4.044139411	3.068401905	4.106686583	4.714052116	4.577833534	3.8629837	3.297803234	4.486835108	4.583493207	4.401218176	4.424595644	4.390711436	3.720404002	2.364132049	4.298145835	5.225412044	4.742826254
Testosterone glucuronide	4.292437346	3.467556126	4.325042578	4.306861676	4.589207976	4.010065624	3.949479485	4.634697877	3.934808838	4.273896385	3.856351858	4.38023644	3.695799496	3.976266006	4.554130733	4.363478091	4.476691092	4.493874877	3.898166621	3.745816908	3.833326823	4.463233637	4.139324119	4.577328372	2.574687117	4.513755035	4.465354	4.520254029	4.474550595	4.424517577	2.033125636	2.466263188	4.697006892	3.100724052	4.063739123	4.503641671	4.395068945	3.951331034	3.750355215	3.574701886	4.504581687	2.705226767	4.145326613	4.187153079	4.250541599	4.592006579	4.229260483	4.314234237	4.113101324	3.301270983	4.359257982	4.779536197	3.60330204	4.140623902	4.407982009	4.219738119	4.364364573	4.414975135	4.297006939	4.716728042	4.303885101	4.650848616	4.264969087	4.491364822	4.369311616	4.627652424	4.391710237	4.128255916	2.924695463	4.795384375	5.260365012	4.581156354	4.395147594	4.620026202	4.613989274	4.328765568	4.322224258	4.252128025	4.598959018	4.649659639	3.895630416	4.481670482	4.702051285	4.16886765	4.34610054	3.568323265	4.069798778	4.209275538	4.431615524	4.687757067	4.01912921	4.359695115	2.869343304	4.352794617	4.623338035	4.596567236	3.933727633	4.172031843	4.937413858	4.288068161	4.582754845	3.982000358	4.198973015	4.478457098	4.306073754	4.509899751	4.555597879	4.581611701	4.441428589	4.53316839	4.427418504	4.392911651	3.919683303	4.510679713	4.605028159	4.572647621	2.512192311	4.575136155	4.348264046	4.515482365	4.764314309	4.690527967	2.184745748	4.715273163	4.931993991	4.722764649	4.057121476	3.399040484	4.077208661	3.71522178	4.617477343	4.037489808	3.644872636	3.856057428	4.291863346	3.512330504	4.103837527	4.180462506	4.158161118	3.711250731	3.643544106	4.35712392	3.100844566	2.372174268	2.411561389	3.833347686	4.540534372	4.063370472	2.441882068	4.068253188	4.271473933	3.884488575	4.293512512	3.640573307	3.898178329	4.297704998	3.060350268	3.610245855	2.306670586	3.706141431	2.702803325	4.516497727	3.776639433	4.725472316	4.544972359	4.297896403	4.02148345	4.222998687	4.267865792	4.296510999	4.670306816	4.162256644	4.480804767	4.188796572	4.631827454	4.233203407	3.989416355	4.854903603	4.491458154	4.399174537	4.011308592	4.250233781	4.269353315
Tetrahydrohippuric acid	3.409692231	4.76682715	3.407598479	4.522244489	4.296404399	3.764092383	3.774824162	3.808102913	3.432094679	4.446872148	4.445913188	4.281855767	3.658976449	4.10742413	4.782742283	3.902947178	4.352986917	3.922518416	4.792640591	4.7130064	4.775549554	4.314276383	4.524298603	3.266369759	3.316867231	3.98703248	4.350958894	4.834671632	4.183090859	3.476357402	4.674144362	3.979174548	3.129741437	3.711235728	3.953804935	3.729236411	4.806873148	5.140741291	4.910238703	3.647228472	4.162891616	3.91656121	4.417539751	4.538472946	3.241557054	3.778427546	4.411022606	3.224452512	4.284461804	5.186691827	4.972021339	3.916100173	3.124347515	3.978409859	3.583779397	3.741257545	4.567627453	3.221242537	4.326710362	4.370758252	4.383634482	4.572763006	5.427828111	3.642881081	4.977837767	4.311901247	4.124769879	5.292343344	4.450814633	3.961743137	5.431656591	3.346076037	4.694419448	3.781447914	3.440547537	4.140770166	4.664812253	5.533925973	4.812596681	3.411608069	4.302627273	4.312603387	4.637764867	4.409915505	4.8176685	2.779529007	3.290418053	5.212260715	4.450939604	3.748090882	4.448896477	5.261515762	4.284525636	4.060230264	4.145918825	3.915938565	3.716325244	3.840843193	4.40379273	5.056169973	4.340986763	4.491933016	3.272632794	3.83623808	4.507029539	4.16881219	4.470906565	4.168871373	4.576624797	5.060451469	4.669907588	4.203739798	4.964901791	3.621870677	3.955814664	3.84465735	4.574240947	4.244677435	3.585809763	4.075142914	4.047947912	4.426946191	4.546870848	3.217532062	2.592352049	3.932713547	4.251067838	3.538394013	3.597243829	3.66289944	3.455592608	4.135950212	4.979378876	5.246424238	4.039716196	5.014401767	3.671918556	4.087863792	5.044099555	5.057405277	5.281695949	3.808304704	4.758863469	4.121039355	4.362748784	4.2638864	4.834113993	3.687587403	5.640766352	4.680612922	3.285273746	4.239099254	3.71338851	5.093663422	4.52659207	4.388420261	4.203525951	4.082820476	4.432651683	4.723088052	4.896800856	4.563313026	2.536616563	3.955458723	4.186138621	3.488528949	2.510338347	4.777590532	4.785887826	3.049898269	3.875756953	4.501813406	3.914903756	2.877656436	3.892469135	3.915733853	3.856165627	3.907870589	3.953533863	4.419693281	4.392726024	4.520764375	3.700881326
Threo-3-Phenylserine	4.274910494	4.15393383	3.45729612	3.927525296	4.246965533	4.269735712	3.876733901	3.929919772	4.129820937	4.448093736	4.203623572	4.04504328	4.131762761	3.903241935	4.581390612	3.93144758	3.746989557	3.45350104	4.508143728	4.674652887	4.419992563	4.360160942	4.424805755	3.182131206	2.753115906	4.238050678	4.316458739	4.253183745	3.905127172	3.347644806	4.022949731	4.063579784	4.003475979	3.919084336	4.030850537	3.650793626	4.419339499	4.310983109	4.591683693	3.721263644	4.27653355	3.657464176	4.331174737	4.50553633	4.021507572	3.789654174	4.023920072	3.645775842	4.537035074	4.529611237	4.625193245	4.021218667	3.196259587	3.865894818	4.019350325	4.051894196	4.368265583	3.948240834	4.119568106	4.047999872	4.337680269	4.459600609	4.9766578	3.880872721	4.791631575	4.044744778	3.855743906	4.787783735	4.475329881	3.752100398	5.017327315	3.775618023	4.386972216	4.139479617	3.277416376	4.203351988	4.55419899	4.940289797	4.312073933	3.918488398	4.30063083	4.596593291	3.849001685	4.421325295	3.815838717	3.630181323	4.099747386	4.669516265	4.320040956	3.51232356	3.643667331	4.501707389	3.785725666	4.193790227	4.362347479	4.311563847	3.897825606	4.235179781	4.277917824	4.579203862	4.200697794	4.810679885	3.178585853	4.073177661	4.528467984	4.418014047	4.563616082	4.21196492	4.407261536	4.938480864	4.039147116	3.693646204	4.710953791	3.754790702	4.160458153	4.054228609	4.550357014	4.137806433	3.885262098	3.941400814	4.147122328	4.09324887	4.792876121	3.609287656	3.82766728	3.981234981	4.144639893	3.85239035	4.0825432	3.004202062	3.876685165	3.705887117	5.048805496	4.856837223	4.746656011	4.478565952	3.803336835	3.694623926	4.870270741	4.821400085	5.202148069	4.258171216	4.332585144	3.875727141	4.033591789	4.473362975	4.272841414	4.326091996	5.126575756	4.370851213	3.762720894	4.59236853	3.467478505	4.684608014	4.102095297	4.254652941	3.892104516	3.706913198	4.09707758	4.4529687	4.298299141	4.064696295	3.515943904	4.021525843	4.141858505	4.115709693	3.050585484	4.937994707	4.564867446	3.844558746	3.845246449	4.716338189	3.414976128	3.984387063	3.90775427	3.864057463	3.673806723	4.648874949	3.963553648	4.551190353	4.532860182	4.406217283	3.878895848
Threonic acid/Erythronic acid	4.313963325	4.473728977	4.124348489	4.558517852	4.446222079	4.367591637	4.456741975	4.423534101	4.425982016	4.407831871	4.492283928	4.269593411	4.295105782	4.485143336	4.215179882	4.19821675	4.433375284	4.527392297	4.523639759	4.4009354	4.481254283	4.258404849	4.29237496	4.463453592	4.490769295	4.2888749	4.260731117	4.360905491	4.276795157	4.300857123	4.349559807	4.621335151	4.294095247	4.060976398	4.329823242	4.257450889	4.309883974	4.747773805	4.276946051	4.275426191	4.259145749	4.311042599	4.337770466	4.295802073	4.098668027	4.329491723	4.611249958	4.284695982	4.274880627	4.733648875	4.215484118	4.436124365	4.276267127	4.436900858	4.254937197	4.300267567	4.354867448	4.101507452	4.308488024	4.337467697	4.556775816	4.259960541	4.248129656	4.516018945	4.398146433	4.477500112	4.445113572	4.359651024	4.282851528	4.275799701	4.634577393	4.362124458	4.313990403	4.673385924	4.457391464	4.197385	4.253712529	4.712116103	4.359766657	4.571585707	4.163257943	4.268242706	4.263875432	4.456848417	4.570508189	4.261276253	4.272483396	4.290254949	4.524391198	4.358937038	4.823370697	4.605011129	4.350192502	4.227658304	4.276851456	4.483142894	4.314094479	4.53918902	4.664924285	4.679002048	4.152138843	4.362717012	4.70044696	4.294819723	4.268013607	4.29730056	4.569311052	4.282688043	4.304149961	4.540233857	3.978125463	4.112360743	4.32872294	4.324125157	4.128062632	4.119042891	4.596261541	4.165608906	4.400481278	4.28174612	4.862713716	4.345228433	4.591878337	4.412990324	4.522522487	4.33521362	4.358693155	4.296745073	4.432679788	4.31700049	4.330714569	4.436922163	4.435223895	4.620595793	4.578777899	4.393555171	4.585059966	4.452743756	4.4321268	4.202907407	4.513644747	4.304526526	4.468465885	4.646686653	4.42680567	4.37927932	4.907265664	4.119344288	4.724543017	4.361924746	4.275842717	4.44911699	4.24966425	4.108964537	4.593140705	4.451319279	4.281276962	4.141019312	4.565297616	4.708509693	5.121321992	4.697802032	4.284989455	4.287321075	4.30616777	4.113395415	4.251029927	4.480673553	4.724307576	4.301950391	4.262383161	4.12529641	4.202929034	4.21232733	4.278974312	4.267965681	4.303580459	4.552510385	4.363657314	4.27163218	4.642877753	4.703771355	4.517390792
Tryptophan	4.006518145	4.421590182	4.438305654	4.542105055	4.217120084	4.558530841	4.594285494	4.602582155	3.755448638	4.083327977	4.467260181	4.284253921	4.452736695	4.446745751	4.406250496	4.456603341	4.20467154	4.175133053	4.6988231	4.216690457	3.910997629	4.066861191	3.853908267	4.695474358	4.764997907	3.844000704	4.420374814	4.698198386	4.521445049	4.366663903	4.385478917	4.392199746	4.211792156	4.095357552	3.94274881	3.756232105	4.121063743	4.156756006	4.138501463	4.011422868	4.253853088	4.0396714	4.3676362	3.998399116	4.374581498	4.112124927	4.429130327	4.144981471	4.183132004	4.330408034	4.250363737	3.93164585	4.10717991	4.331926998	4.449487538	4.632162155	4.191232135	4.452904661	4.448646469	4.653087422	4.789200277	4.040434369	4.701754649	4.177189259	4.556233089	4.080013895	4.454273054	4.442816755	3.890305772	4.715000449	3.477374706	4.138223864	4.366033195	4.591547913	4.299657277	4.160235652	4.120551464	4.790969937	4.480853062	4.48320933	4.478147668	4.389225818	4.324417293	4.295483557	4.169535669	3.583912128	4.228694252	4.501577773	3.967997274	3.757025058	4.771293412	4.714692339	4.492840968	4.519807664	4.567994119	4.008612707	4.40410005	4.752453045	4.759380991	4.309832422	4.394063032	4.237659167	4.568966709	4.398508214	4.756375291	4.168442308	4.677272939	3.978031284	4.663793577	4.674684628	4.298287976	4.364220357	4.333705715	4.252375568	4.460680174	4.511418991	4.312606536	4.320831296	4.129001852	4.263505413	4.704249397	4.526287391	4.471569145	4.383089254	4.105092009	4.428899202	3.467422776	4.34639618	3.997745312	4.223471472	4.412224645	4.256111314	3.864810023	4.34681087	4.523609898	4.092748709	4.458011022	4.535423092	3.965900639	4.222450568	4.716494414	4.364600597	4.425823439	4.584698587	4.327148979	4.229307543	4.694991016	3.804089921	4.263901695	4.507756435	4.436409541	4.127606922	4.532252064	4.070376229	4.604743245	4.600031277	4.103990486	4.09763683	4.242916532	4.233038844	5.044019048	4.491745119	4.871133581	3.90322846	4.203132965	4.609026883	4.328277289	4.500697925	4.534672662	4.110936043	4.550227727	4.185437714	4.416729048	4.076709694	4.516014135	4.342583031	4.448587677	4.35091576	4.123865415	4.044296166	3.99916971	4.6873815	4.495757177
Valerylglycine isomer 1	4.016260966	3.881005467	4.187176209	4.147544157	4.10449814	4.065452493	4.195771335	4.365553185	4.221221437	4.048706906	4.662549001	4.512595612	4.309422115	4.116851447	4.286686806	4.072967385	4.261706936	4.113702658	4.726028449	4.634412635	4.087797642	4.353756472	4.297211714	3.930559687	4.14833566	3.867298004	4.393248184	3.920066317	4.051276242	4.064649411	4.089873573	4.379006337	4.257290867	3.946490611	4.139446873	3.802748605	4.094913988	4.128372529	4.080243278	3.934470169	4.338898054	4.29544982	4.123837747	4.018987536	3.972859303	4.518104281	4.426399478	4.039166596	4.398027926	4.567846669	3.882498396	4.456261633	4.305525218	4.501831402	4.535017824	3.690047373	4.424362946	4.705606934	4.123640663	4.318823951	4.345941723	4.326056957	4.261045783	4.463031674	4.487175686	4.739448228	4.485993002	4.605754206	4.188100764	4.345645845	4.502777005	4.676812618	4.590849327	4.578742449	4.498112109	4.209994056	4.489593095	5.105139235	4.335035952	4.512776609	3.819530946	4.239369153	4.345227856	4.438637985	4.151023539	4.069495644	4.001636171	4.289563059	4.44463779	4.332423245	4.42209126	4.158625045	4.140618014	4.737429181	4.605328542	4.770893466	4.177843226	4.38072755	4.384436576	4.3036776	4.277542571	4.45586256	4.799206287	4.345462192	4.604132752	4.295548881	4.331294808	4.403530577	4.124398366	4.190615061	3.768626221	3.967950268	4.365055601	4.639460672	4.25929984	4.526081835	4.065621299	4.4578692	4.24011565	4.603380032	3.977609797	4.514553432	4.613591421	4.71347876	4.542861335	4.261765774	4.564014341	4.249556733	4.485123192	4.913916221	4.599588909	4.382972992	4.232318164	4.216276302	4.567372109	4.52031209	4.301255404	4.528325901	3.983551093	4.347386257	4.408110607	4.731154051	4.355978564	4.668527874	4.830977039	4.524930045	4.38520582	4.365996623	4.599009189	4.450875729	4.519916222	4.609242596	4.554090331	4.255125993	4.583035562	4.362465329	4.351628819	4.730888095	4.547088843	4.345854504	4.568109389	4.327210176	4.369962576	4.527475795	4.479201193	4.516097677	4.235344227	3.519476484	4.622131561	4.470330451	4.672129338	3.958931766	4.375629967	4.555918016	4.40903929	4.015765819	4.708088568	4.259459416	4.158079759	3.928620189	4.739685824	4.439139434	4.470200623
Valerylglycine isomer 2	3.889078716	4.181765852	4.254694804	4.290660491	4.138196474	4.300929631	4.267335235	4.273554372	4.026459018	4.117726076	4.391506546	4.327061846	4.319591936	3.959436787	4.302327307	4.111199307	4.234801947	4.405743336	4.782640641	4.475097443	3.950485409	4.579432672	4.271695364	4.182347358	4.34619879	4.069431557	4.388545701	4.241584222	4.191744654	4.160850517	4.43226049	4.330382886	4.100121431	4.320047243	4.239744811	4.150606181	4.124659917	4.375400222	4.251030211	3.777775091	4.361487807	4.082842319	4.083917302	4.325269835	4.010354674	4.462516251	4.472209609	4.259480191	4.392390039	4.395272253	4.305664387	4.179207569	4.396834579	4.31087313	4.419271137	4.039056214	4.393125083	4.675851363	4.364602525	4.466913655	4.481694872	4.318407645	4.289313676	4.446749448	4.571755159	4.580876703	4.472186105	4.571326085	4.256571368	4.39667478	4.528005839	4.541201304	4.406940498	4.545197346	4.391907474	4.344684431	4.477778512	4.450207826	4.417370227	4.386250441	4.085408476	4.379901509	4.215423793	4.406536979	4.163083399	3.963043381	4.187628652	4.320252412	4.545904132	4.157495172	4.5392129	4.355912516	4.32104914	4.595052116	4.387708897	4.434185544	4.060156974	4.416837064	4.417398742	4.332046944	4.248920107	4.318558306	4.675950075	4.188599527	4.654017827	4.398818689	4.448725636	4.565013209	4.273248747	4.353604308	4.056089953	4.261860182	4.366973197	4.451823465	4.375387491	4.392784813	4.187746104	4.182184758	4.06300237	4.433683963	4.494079796	4.423765189	4.646938456	4.487248568	4.175523204	4.322262883	4.314792833	4.211783408	4.348925516	4.245849039	4.482311354	4.365509618	4.44930672	4.232880823	4.441521421	4.563517091	4.331946693	4.200062175	4.208486129	4.241824508	4.445903314	4.60948463	4.517829053	4.578649469	4.916165933	4.654804445	4.551715167	4.291265754	4.874321475	4.400847348	4.38994431	4.303778936	4.373744009	4.302854884	4.598405731	4.568087675	4.461992655	4.464836218	4.625734497	4.584892798	4.662890116	4.339637524	4.497000889	3.983841809	4.283440095	4.488303133	4.296996312	4.19346948	4.727898398	4.28073709	4.513542781	4.421895016	4.313514034	4.453121704	4.303450906	4.055802163	4.602680714	4.27076319	4.224132258	4.276186679	4.652756637	4.634338821	4.47194762
